TIMESTAMP,主爐爐底1,主爐爐底2,主爐爐底3,CHART_PARA_INDEX
"501","1","主爐爐底1","1325.300048828","℃","2016/12/2 下午 12:00:00","2016/12/2 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.699951172","℃","2016/12/2 下午 12:10:00","2016/12/2 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.500000000","℃","2016/12/2 下午 12:23:00","2016/12/2 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.300048828","℃","2016/12/2 下午 12:33:00","2016/12/2 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.300048828","℃","2016/12/2 下午 12:43:00","2016/12/2 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 12:51:00","2016/12/2 下午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.400024414","℃","2016/12/2 下午 01:23:00","2016/12/2 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 01:31:00","2016/12/2 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 01:42:00","2016/12/2 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 01:51:00","2016/12/2 下午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.000000000","℃","2016/12/2 下午 02:00:00","2016/12/2 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 02:12:00","2016/12/2 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 02:21:00","2016/12/2 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.000000000","℃","2016/12/2 下午 02:33:00","2016/12/2 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 02:39:00","2016/12/2 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 02:51:00","2016/12/2 下午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.000000000","℃","2016/12/2 下午 03:00:00","2016/12/2 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 03:05:00","2016/12/2 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 03:23:00","2016/12/2 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.000000000","℃","2016/12/2 下午 03:30:00","2016/12/2 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 03:42:00","2016/12/2 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 03:53:00","2016/12/2 下午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 04:00:00","2016/12/2 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.000000000","℃","2016/12/2 下午 04:13:00","2016/12/2 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 04:22:00","2016/12/2 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.400024414","℃","2016/12/2 下午 04:32:00","2016/12/2 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 04:42:00","2016/12/2 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 04:53:00","2016/12/2 下午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 05:02:00","2016/12/2 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.300048828","℃","2016/12/2 下午 05:13:00","2016/12/2 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 05:23:00","2016/12/2 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 05:33:00","2016/12/2 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 05:43:00","2016/12/2 下午 05:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 06:11:00","2016/12/2 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 06:23:00","2016/12/2 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.099975586","℃","2016/12/2 下午 06:33:00","2016/12/2 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 06:38:00","2016/12/2 下午 06:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 07:03:00","2016/12/2 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.000000000","℃","2016/12/2 下午 07:12:00","2016/12/2 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.300048828","℃","2016/12/2 下午 07:23:00","2016/12/2 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.699951172","℃","2016/12/2 下午 07:33:00","2016/12/2 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.199951172","℃","2016/12/2 下午 07:41:00","2016/12/2 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.199951172","℃","2016/12/2 下午 07:53:00","2016/12/2 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.400024414","℃","2016/12/2 下午 07:59:00","2016/12/2 下午 07:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.400024414","℃","2016/12/2 下午 08:13:00","2016/12/2 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.400024414","℃","2016/12/2 下午 08:23:00","2016/12/2 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.699951172","℃","2016/12/2 下午 08:29:00","2016/12/2 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.699951172","℃","2016/12/2 下午 08:43:00","2016/12/2 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.400024414","℃","2016/12/2 下午 08:51:00","2016/12/2 下午 08:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.199951172","℃","2016/12/2 下午 09:02:00","2016/12/2 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1326.000000000","℃","2016/12/2 下午 09:19:00","2016/12/2 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.300048828","℃","2016/12/2 下午 09:30:00","2016/12/2 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1325.000000000","℃","2016/12/2 下午 09:36:00","2016/12/2 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 09:51:00","2016/12/2 下午 09:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 10:03:00","2016/12/2 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.599975586","℃","2016/12/2 下午 10:12:00","2016/12/2 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 10:20:00","2016/12/2 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.800048828","℃","2016/12/2 下午 10:33:00","2016/12/2 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.099975586","℃","2016/12/2 下午 10:43:00","2016/12/2 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.900024414","℃","2016/12/2 下午 10:49:00","2016/12/2 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.900024414","℃","2016/12/2 下午 10:59:00","2016/12/2 下午 10:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.099975586","℃","2016/12/2 下午 11:12:00","2016/12/2 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1324.099975586","℃","2016/12/2 下午 11:21:00","2016/12/2 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.900024414","℃","2016/12/2 下午 11:27:00","2016/12/2 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.400024414","℃","2016/12/2 下午 11:43:00","2016/12/2 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.699951172","℃","2016/12/2 下午 11:47:00","2016/12/2 下午 11:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.400024414","℃","2016/12/3 上午 12:04:00","2016/12/3 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.400024414","℃","2016/12/3 上午 12:18:00","2016/12/3 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.400024414","℃","2016/12/3 上午 12:33:00","2016/12/3 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.699951172","℃","2016/12/3 上午 12:51:00","2016/12/3 上午 12:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.699951172","℃","2016/12/3 上午 01:00:00","2016/12/3 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.400024414","℃","2016/12/3 上午 01:09:00","2016/12/3 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.400024414","℃","2016/12/3 上午 01:22:00","2016/12/3 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.199951172","℃","2016/12/3 上午 01:33:00","2016/12/3 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.199951172","℃","2016/12/3 上午 01:40:00","2016/12/3 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.000000000","℃","2016/12/3 上午 01:53:00","2016/12/3 上午 01:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.199951172","℃","2016/12/3 上午 02:03:00","2016/12/3 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.199951172","℃","2016/12/3 上午 02:12:00","2016/12/3 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.699951172","℃","2016/12/3 上午 02:20:00","2016/12/3 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.199951172","℃","2016/12/3 上午 02:33:00","2016/12/3 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.800048828","℃","2016/12/3 上午 02:43:00","2016/12/3 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.000000000","℃","2016/12/3 上午 02:47:00","2016/12/3 上午 02:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1323.400024414","℃","2016/12/3 上午 03:02:00","2016/12/3 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.800048828","℃","2016/12/3 上午 03:11:00","2016/12/3 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.800048828","℃","2016/12/3 上午 03:29:00","2016/12/3 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.500000000","℃","2016/12/3 上午 03:34:00","2016/12/3 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.300048828","℃","2016/12/3 上午 03:52:00","2016/12/3 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1322.300048828","℃","2016/12/3 上午 03:56:00","2016/12/3 上午 03:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
"501","1","主爐爐底1","1321.800048828","℃","2016/12/3 上午 04:12:00","2016/12/3 上午 04:00:00","1340.000","1360.000","1330.000","1370.000","2016/11/19 上午 12:00:00","0","6.71403896136602"
